# Injection truth table -- cmf2.00_n600_s2031_iso  seed=2031
# observed-size cut FWHMSDbs in [15.0, 80.0] arcsec: 356 of 518 grid nodes retained
# Core mass function sampling:
# dN/dM proportional to M^(-2.00)  (dN/dlogM proportional to M^(-1.00))
# 600 reported masses drawn on [0.05, 6] M_sun; median 0.0949 M_sun
# 1 of 600 draws discarded: the background column of the real source drawn lies outside every embedding rung
# 599 cores assigned to 71 distinct grid nodes
# drawn reported mass versus node reported mass M_SED4bs: median 0.0949 versus 0.0643 M_sun, median |log10 ratio| 0.175 dex
# drawn contrast versus node contrast at the drawn column: median 1.220 versus 1.238, median |log10 ratio| 0.011 dex
# drawn observed size versus node size FWHMSDbs: median 40.1 versus 41.4 arcsec, median |log10 ratio| 0.063 dex
# target background column: median 4.93e+21 cm^-2 (5th 3.08e+21, 95th 1.34e+22)
# slope of the true masses M_BE actually assigned, above 0.10 M_sun: x = 1.67 +/- 0.11  (nominal input x = 1.00)
# slope of the true masses M_BE actually assigned, above 0.20 M_sun: x = 1.51 +/- 0.16  (nominal input x = 1.00)
# centers of injected cores must clear the footprints of the real sources by 18.2 arcsec; the footprints themselves cover 6.5% of the field
# sep_criterion=36.3"  scale_factor=1  local_Sigma/SD_emb in cm-2  T_BE in K  rho_BE in cm-3  M_BE in Msun  R_BE_as in arcsec (truncation radius of the sphere)  FWHM_SD in arcsec (observed major axis at half maximum of the model in the surface-density image, FWHMSDbs)
# id    model         x_pix  y_pix  local_Sigma  SD_emb       T_BE   rho_BE       M_BE    R_BE_as  FWHM_SD  scale
#----------------------------------------------------------------------------------------------------------------
  170  i01j06k07       872     64    2.877e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  171  i01j06k07       414    861    4.128e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  172  i01j06k07       272    811    4.094e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  173  i01j06k07       402    790    3.959e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  174  i01j06k07       629    191    4.316e+21    3.000e+21   13.23    3.190e-20  0.0682    26.35    41.68  1
  175  i01j07k07       902    148    2.948e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  176  i01j07k07       882    128    2.951e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  177  i01j07k07       884    889    4.165e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  178  i01j07k07       844     45    3.324e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  179  i01j07k07       931    142    3.192e+21    3.000e+21   12.94    4.994e-20  0.1047    26.48    41.65  1
  180  i01j05k07       341    829    4.152e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  181  i01j05k07       321    726    4.154e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  182  i01j05k07       347    770    3.906e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  183  i01j05k07       931     63    3.007e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  184  i01j05k07       524    630    4.348e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  185  i01j05k07       755    363    4.292e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  186  i01j05k07       914    841    4.097e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  187  i01j05k07       939    183    3.042e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  188  i01j05k07       857    260    3.046e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  189  i01j05k07       939    259    3.028e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  190  i01j05k07       936    219    2.919e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  191  i01j05k07       838    939    4.230e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  192  i01j05k07       538     37    4.245e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  193  i01j05k07       553    156    4.286e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  194  i01j05k07       939    454    4.308e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  195  i01j05k07       331    901    4.310e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  196  i01j05k07       932    873    4.291e+21    3.000e+21   13.43    2.108e-20  0.0445    26.04    41.40  1
  197  i02j06k07       419    768    4.797e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  198  i02j06k07       627    776    5.140e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  199  i02j06k07       730    752    5.733e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  200  i02j06k07       691    322    6.405e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  201  i02j06k07       813    394    4.891e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  202  i02j06k07       358    660    5.245e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  203  i02j06k07       439    916    5.075e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  204  i02j06k07       907    485    5.134e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  205  i02j06k07       121    822    5.399e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  206  i02j06k07       242    727    5.736e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  207  i02j06k07       934    799    5.501e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  208  i02j06k07       574    829    5.072e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  209  i02j06k07       360    130    7.434e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  210  i02j06k07       752    715    6.486e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  211  i02j06k07       780    825    6.715e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  212  i02j06k07        70    408    5.731e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  213  i02j06k07       311    105    7.844e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  214  i02j06k07       636    347    6.875e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  215  i02j06k07       270    574    5.543e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  216  i02j06k07       725    229    6.974e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  217  i02j06k07       349    704    4.748e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  218  i02j06k07       179    612    7.542e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  219  i02j06k07       143     46    7.661e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  220  i02j06k07       462    777    4.724e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  221  i02j06k07       351     53    7.575e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  222  i02j06k07       464    340    7.747e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  223  i02j06k07       537    688    6.751e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  224  i02j06k07       324    671    4.872e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  225  i02j06k07       890    831    5.320e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  226  i02j06k07       370    916    4.692e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  227  i02j06k07       283    699    5.082e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  228  i02j06k07        97    846    6.130e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
  229  i02j06k07       522    188    7.337e+21    6.000e+21   11.53    3.285e-20  0.0683    26.18    41.31  1
