# Injection truth table -- cmf2.00_n600_s2030  seed=2030
# observed-size cut FWHMSDbs in [15.0, 80.0] arcsec: 356 of 518 grid nodes retained
# Core mass function sampling:
# dN/dM proportional to M^(-2.00)  (dN/dlogM proportional to M^(-1.00))
# 600 reported masses drawn on [0.05, 6] M_sun; median 0.099 M_sun
# 600 cores assigned to 66 distinct grid nodes
# drawn reported mass versus node reported mass M_SED4bs: median 0.099 versus 0.0643 M_sun, median |log10 ratio| 0.175 dex
# drawn contrast versus node contrast at the drawn column: median 1.227 versus 1.243, median |log10 ratio| 0.010 dex
# drawn observed size versus node size FWHMSDbs: median 39.2 versus 41.4 arcsec, median |log10 ratio| 0.065 dex
# target background column: median 4.93e+21 cm^-2 (5th 3.10e+21, 95th 1.36e+22)
# slope of the true masses M_BE actually assigned, above 0.10 M_sun: x = 1.81 +/- 0.11  (nominal input x = 1.00)
# slope of the true masses M_BE actually assigned, above 0.20 M_sun: x = 1.55 +/- 0.17  (nominal input x = 1.00)
# centers of injected cores must clear the footprints of the real sources by 18.2 arcsec; the footprints themselves cover 6.5% of the field
# sep_criterion=36.3"  scale_factor=1  local_Sigma/SD_emb in cm-2  T_BE in K  rho_BE in cm-3  M_BE in Msun  R_BE_as in arcsec (truncation radius of the sphere)  FWHM_SD in arcsec (observed major axis at half maximum of the model in the surface-density image, FWHMSDbs)
# id    model         x_pix  y_pix  local_Sigma  SD_emb       T_BE   rho_BE       M_BE    R_BE_as  FWHM_SD  scale
#----------------------------------------------------------------------------------------------------------------
  033  i03j09k08       611    551    9.992e+21    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  034  i03j09k08       393     86    9.615e+21    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  035  i03j09k08       706    515    1.525e+22    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  036  i03j09k08        57    337    1.369e+22    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  037  i02j08k08       219    773    5.803e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  038  i02j08k08       879    822    5.965e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  039  i02j08k08       582    867    5.243e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  040  i02j08k08       828    459    5.206e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  041  i02j08k08       563    919    4.980e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  042  i02j08k08       460    742    5.154e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  043  i02j08k08       260    599    5.639e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  044  i02j08k08        94    732    7.109e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  045  i02j08k08       932    566    5.384e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  046  i02j08k08       792    377    4.873e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  047  i02j08k08       834    384    5.028e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  048  i02j08k08       387    583    6.610e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  049  i02j08k08       138    715    6.624e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  050  i02j08k08       724    705    5.776e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  051  i02j08k08       303    911    4.570e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  052  i02j08k08       459    630    5.016e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  053  i01j08k08       589    180    4.237e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  054  i01j08k08       463    672    4.217e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  055  i01j08k08       190    845    4.196e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  056  i01j08k08       612     48    4.193e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  057  i01j08k08       656    858    4.207e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  058  i01j08k08       232    924    4.193e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  059  i01j08k08       338    745    4.141e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  060  i01j07k08       792    263    3.559e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  061  i01j07k08       934    328    3.403e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  062  i01j07k08       391    787    4.177e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  063  i01j07k08       223    880    4.144e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  064  i01j07k08       650     50    3.489e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  065  i01j07k08       735    268    4.151e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  066  i01j07k08       688    851    4.235e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  067  i01j07k08       705    924    4.256e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  068  i01j07k08       936     59    2.917e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  069  i01j07k08       902    295    2.946e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  070  i01j07k08       452    839    4.276e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  071  i01j07k08       861    317    3.467e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  072  i01j07k08       621    887    4.224e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  073  i01j07k08       865     51    2.929e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  074  i01j07k08       692    789    4.184e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  075  i01j07k08       379    817    4.309e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  076  i01j07k08       902    220    2.613e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  077  i01j07k08       891    888    4.178e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  078  i02j07k08       505    662    4.482e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  079  i02j07k08       702    260    5.924e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  080  i02j07k08       911    716    5.912e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  081  i02j07k08       542    838    5.767e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  082  i02j07k08       268    865    5.047e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  083  i02j07k08        98    765    5.856e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  084  i02j07k08        95    890    5.367e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  085  i02j07k08       146    873    4.561e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  086  i02j07k08       443    904    4.951e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  087  i02j07k08       171    807    4.499e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  088  i02j07k08       333    926    4.788e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  089  i02j07k08       758    161    7.370e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  090  i02j07k08       661    177    4.812e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  091  i02j07k08       635    234    5.550e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  092  i02j07k08       884    486    5.770e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  093  i02j07k08       592    787    4.419e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  094  i02j07k08       731    869    5.780e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  095  i02j07k08       295    709    4.626e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  096  i02j07k08       693    744    5.018e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  097  i02j07k08       130    784    5.098e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  098  i02j07k08       784    233    4.569e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  099  i02j07k08       933    740    5.968e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  100  i02j07k08       327    697    4.535e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  101  i02j07k08       776    819    7.232e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  102  i02j07k08       880    743    5.921e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  103  i02j07k08       419    935    4.502e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  104  i02j07k08       732    398    5.868e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  105  i02j07k08       365    933    4.642e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  106  i02j07k08       822    892    5.930e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  107  i02j07k08       922    835    4.518e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  108  i02j07k08        54    402    5.948e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  109  i02j07k08       530     47    4.638e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  110  i02j07k08       907    390    5.004e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  111  i02j07k08       591    594    7.234e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  112  i02j07k08       181    749    5.703e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  113  i02j07k08       219    815    4.910e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  114  i02j07k08       546    655    4.980e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  115  i02j07k08       159    692    7.147e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  116  i01j06k08       289    789    4.205e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  117  i01j06k08       652    122    3.927e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  118  i01j06k08       700    108    3.555e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  119  i01j06k08       833    300    3.608e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  120  i01j06k08       194    925    3.761e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  121  i01j06k08       615    103    3.824e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  122  i01j06k08       888    132    2.738e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  123  i01j06k08       911    186    2.619e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  124  i01j06k08       800     60    3.193e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  125  i01j06k08       861    267    2.989e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  126  i01j06k08       435    791    4.171e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  127  i01j06k08       798    341    3.713e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  128  i01j06k08       752    308    3.539e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  129  i01j06k08       562     54    4.274e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  130  i01j06k08       338    777    3.984e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  131  i01j06k08       934    145    2.900e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  132  i01j06k08       683     45    3.194e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  133  i01j06k08       621    932    3.815e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  134  i01j06k08       317    808    4.069e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  135  i01j06k08       761     67    3.128e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  136  i01j06k08       824    254    3.572e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  137  i01j06k08       804    129    3.504e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  138  i01j06k08       743    113    3.613e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  139  i01j06k08       412    886    4.324e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  140  i01j06k08       713     50    3.160e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  141  i01j06k08       853    349    3.874e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  142  i01j06k08       936    283    3.195e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  143  i01j06k08       177    886    4.073e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  144  i01j06k08       643    909    3.757e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  145  i01j06k08       885    356    3.461e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  146  i01j06k08       849     81    2.856e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  147  i01j06k08       838    150    3.620e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  148  i01j06k08       663     87    3.521e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  149  i01j06k08       814     96    3.196e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  150  i01j06k08       850    218    3.709e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  151  i01j06k08       775    110    3.540e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  152  i01j06k08       931    370    3.703e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  153  i01j06k08       674    917    3.805e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  154  i01j06k08       828    331    3.681e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  155  i01j06k08       596    150    3.900e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  156  i01j06k08       881    192    3.283e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  157  i01j06k08       274    835    4.226e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  158  i01j06k08       903    326    3.085e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  159  i01j06k08       725     88    3.246e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  160  i01j06k08       803    292    3.513e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  161  i01j06k08       834     54    3.140e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  162  i01j06k08       834    119    3.007e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  163  i01j06k08       634     77    3.889e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  164  i01j06k08       626    143    3.843e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  165  i01j06k08       906    103    2.699e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  166  i01j06k08       667    887    3.987e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  167  i01j06k08       881     85    2.672e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  168  i04j13k05       536    445    1.535e+22    2.400e+22    7.81    2.808e-18  1.3736    79.93    26.40  1
  169  i04j12k07       336    298    2.002e+22    2.400e+22    8.38    2.950e-19  0.8944    45.31    48.15  1
  170  i04j11k07       405    383    2.578e+22    2.400e+22    8.44    2.302e-19  0.5823    36.29    46.53  1
  171  i03j11k07       514    306    1.361e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  172  i03j11k07       222    408    1.592e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  173  i02j11k07       408     44    8.402e+21    6.000e+21   10.36    2.427e-19  0.5823    33.76    45.65  1
  174  i02j11k07       866    422    8.907e+21    6.000e+21   10.36    2.427e-19  0.5823    33.76    45.65  1
  175  i04j10k07        93    228    1.926e+22    2.400e+22    8.51    1.667e-19  0.3795    31.58    44.57  1
  176  i03j10k07       332    481    1.374e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  177  i03j10k07       166    122    1.556e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  178  i03j10k07       132    201    1.551e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  179  i03j10k07       268    399    1.193e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  180  i03j10k07       101    337    1.202e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  181  i05j12k04       334    381    2.835e+22    4.800e+22    7.15    7.441e-18  0.8944    59.47    21.91  1
  182  i03j09k07       407    330    1.245e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  183  i03j09k07       147    388    1.144e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  184  i03j09k07       538    742    1.091e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  185  i03j09k07       165    300    1.724e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  186  i03j09k07       867    514    1.087e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  187  i02j09k07       378    262    8.116e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  188  i02j09k07        46    860    8.594e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  189  i02j09k07       370    129    8.137e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  190  i02j09k07       366     58    8.557e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  191  i02j09k07       529    612    5.651e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  192  i02j09k07       492    331    8.619e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  193  i02j09k07       493    122    8.101e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  194  i02j09k07        75    846    7.018e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  195  i02j09k07       514    713    8.463e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  196  i03j08k07       467    292    9.389e+21    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  197  i03j08k07       264    536    9.492e+21    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  198  i03j08k07       154    188    1.267e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  199  i03j08k07       382    552    1.054e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  200  i03j08k07       407    512    1.208e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  201  i03j08k07       127    293    1.290e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  202  i03j06k07       383    492    9.674e+21    1.200e+22    9.99    3.111e-20  0.0683    26.74    42.24  1
  203  i02j08k07       495     50    6.733e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  204  i02j08k07       640    293    6.146e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  205  i02j08k07       259    115    8.124e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  206  i02j08k07       893    656    6.886e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  207  i02j08k07        71    752    6.701e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  208  i02j08k07       123    383    8.372e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  209  i02j08k07       830    627    8.786e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  210  i01j08k07       727    293    4.042e+21    3.000e+21   12.58    7.540e-20  0.1607    27.11    42.17  1
  211  i01j08k07       580    128    4.702e+21    3.000e+21   12.58    7.540e-20  0.1607    27.11    42.17  1
  212  i01j08k07       898    771    4.500e+21    3.000e+21   12.58    7.540e-20  0.1607    27.11    42.17  1
  213  i03j07k07       506    214    9.046e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  214  i03j07k07       586    723    9.670e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  215  i03j07k07       620    378    9.375e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  216  i03j07k07       302    543    9.400e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  217  i03j07k07       200    596    9.904e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  218  i03j07k07       245     65    9.591e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  219  i03j07k07       307    400    9.849e+21    1.200e+22    9.93    4.927e-20  0.1047    26.84    42.00  1
  220  i02j07k07       649    823    5.061e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  221  i02j07k07       571    561    6.614e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  222  i02j07k07       575    668    8.008e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  223  i02j07k07       453    325    7.701e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  224  i02j07k07       762    720    7.212e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  225  i02j07k07       251    685    5.036e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  226  i02j07k07       100    670    8.761e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  227  i02j07k07       708    235    7.648e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  228  i02j07k07       616    825    4.946e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  229  i02j07k07        53    929    6.419e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
  230  i02j07k07       390    281    7.804e+21    6.000e+21   11.39    4.978e-20  0.1048    26.62    41.72  1
