# Date: 09/12/2014 Time: 20:28:47
#
# SIMHERSCHEL = Simulate Sources for Herschel Images = Dec 09 2014 20:28    
# Alexander Men'shchikov, SAp IRFU CEA Saclay, France (alexander.menshchikov@cea.fr)
# Using CFITSIO library version 3.260 by William D Pence (william.d.pence@nasa.gov)
#___________________________________________________________________________________________________________________________________
#
# TRUTH TABLE FOR MODEL SOURCES populating '/dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/140104_fin/combo_cores/+visuals/sm.aquila.250.obs.bg2.relitent.fits'
#
# based on '/dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/130603_fin/combo_cores/+visuals/sm.aquila.255.obs.background.m.fits'
#      and '/dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/130603_fin/combo/aquila.255.omask.fits'
#___________________________________________________________________________________________________________________________________
#
# CONFIGURATION PARAMETERS USED BY SIMHERSCHEL:
#
#    distance:  260.0
#    waveband:  250.0
#     obsbeam: 18.2
#   nmassbins: 41
#      ncores: 2000  1 44  1 44  1 43
#      nproto:    0  0  0
#     xmasslo:  0.020
#      plexp1: -1.70
#     xmassb1:  0.150
#      plexp2: -1.70
#     xmassb2:  0.500
#      plexp3: -1.70
#     xmasshi: 30.000
#    artscale:  1.000
#    cdthresh:  5.00E+21
#     cdfact1:  0.50
#     cdfact2: 99999.00
#     cdfact3:  0.00
#      maxtry:    99999
#  maxobsbeam: 36.3
#   cdensname: /dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/130603_fin/combo_cores/+visuals/sm.aquila.255.obs.background.m.fits
#    maskname: /dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/130603_fin/combo/aquila.255.omask.fits
#    backname: /dsm/artemis/getsources/amenshch/herschel_extractions/AQUILA/140104_fin/combo_cores/+visuals/sm.aquila.250.obs.bg2.relitent.fits
#    basepath: /dsm/protoserver/data/amenshch/simulations_images/130615_RT_Cores_3as_260pc
#___________________________________________________________________________________________________________________________________
#
# Distance: 260.00 pc, waveband: 250.0 microns, beam: 18.2 arcsec
# Path to the radiative transfer models: /dsm/protoserver/data/amenshch/simulations_images/130615_RT_Cores_3as_260pc
#___________________________________________________________________________________________________________________________________
#
# TABULATED QUANTITIES
#
#   NO ............ Source's running number ..................................
#   NP ............ Source's population number ...............................
#   NM ............ Source's model number ....................................
#   XPIX .......... X-coordinate of current source ........................... (pixels) relative to the lower-left pixel
#   YPIX .......... Y-coordinate of current source ........................... (pixels) relative to the lower-left pixel
#   XARCS ......... X-coordinate of current source ........................... (arcsec) relative to the lower-left pixel
#   YARCS ......... Y-coordinate of current source ........................... (arcsec) relative to the lower-left pixel
#   RAD_AS ........ Model outer radius ....................................... (arcsec)
#   RAD_AU ........ Model outer radius ....................................... (AU)
#   RAD_BES ....... Model equivalent FWHM radius ............................. (arcsec)
#   AFWHM ......... Model full size at half-maximum intensity ................ (arcsec)
#   MASS .......... Model mass ............................................... (Msun)
#   ACC_LUMIN ..... Model accretion luminosity ............................... (Lsun)
#   DFWHM_INT ..... Model diameter (FWHM) from intensity distribution ........ (parsec)
#   DFWHM_DEN ..... Model diameter (FWHM) from density distribution .......... (parsec)
#   C_COLUMN ...... Central column density ................................... (H2/cm^2)
#   AV_COLUMN ..... Mass-averaged column density ............................. (H2/cm^2)
#   TOTFLUXJY ..... Total flux of the model .................................. (Jy)
#   PKJYBEAM ...... Peak intensity of the model .............................. (Jy/beam)
#   PKMJYSR ....... Peak intensity of the model .............................. (MJy/sr)
#   BACKSTD ....... Standard deviation of the local background ............... (MJy/sr)
#   SNRATIO ....... Signal-to-noise ratio PKMJYSR/BACKSTD ....................
#   TD_MASSAV ..... Mass-averaged temperature ................................ (K)
#   CDTHRESH ...... Column density threshold for placement of sources ........ (H2/cm^2)
#   CDLOCMEAN ..... Column density local mean for placement of sources ....... (H2/cm^2)
#   CDLOCMAX ...... Column density local maximum for placement of sources .... (H2/cm^2)
#   CONTRAST ...... Intrinsic contrast: AV_COLUMN/CDLOCMAX ...................
#   APPCONTR ...... Apparent contrast: (AV_COLUMN_convolved)/CDLOCMAX ........
#___________________________________________________________________________________________________________________________________
#
#   1  2    3     4       5       6       7       8       9      10      11       12        13         14         15         16         17         18         19         20         21         22         23         24         25         26         27         28
#  NO NP   NM   XPIX    YPIX    XARCS  YARCS   RAD_AS  RAD_AU  RAD_PC   AFWHM    MASS   ACC_LUMIN  DFWHM_INT  DFWHM_DEN   C_COLUMN  AV_COLUMN  TOTFLUXJY  PKJYBEAM    PKMJYSR    BACKSTD    SNRATIO   TD_MASSAV   CDTHRESH  CDLOCMEAN   CDLOCMAX   CONTRAST   APPCONTR
#
   15  1   24  2417.0  3229.0  7251.0  9687.0  37.385  9720.0 38.2532   51.61   0.6626  0.000E+00  6.493E-02  3.920E-02  1.771E+22  8.612E+21  5.601E+00  8.532E-01  9.672E+01  9.160E+01  1.056E+00  1.173E+01  5.000E+21  1.655E+22  2.663E+22  3.234E-01  2.614E-01
   16  1   24  2720.0  3304.0  8160.0  9912.0  37.385  9720.0 38.2532   51.61   0.6626  0.000E+00  6.493E-02  3.920E-02  1.771E+22  8.612E+21  5.601E+00  8.532E-01  9.672E+01  1.782E+01  5.428E+00  1.173E+01  5.000E+21  1.664E+22  1.942E+22  4.435E-01  3.585E-01
   17  1   24  2588.0  3256.0  7764.0  9768.0  37.385  9720.0 38.2532   51.61   0.6626  0.000E+00  6.493E-02  3.920E-02  1.771E+22  8.612E+21  5.601E+00  8.532E-01  9.672E+01  2.917E+01  3.316E+00  1.173E+01  5.000E+21  1.625E+22  1.850E+22  4.655E-01  3.763E-01
   18  1   24  2217.0  3725.0  6651.0 11175.0  37.385  9720.0 38.2532   51.61   0.6626  0.000E+00  6.493E-02  3.920E-02  1.771E+22  8.612E+21  5.601E+00  8.532E-01  9.672E+01  3.431E+01  2.819E+00  1.173E+01  5.000E+21  1.674E+22  2.165E+22  3.979E-01  3.216E-01
   19  1   24  3181.0  3421.0  9543.0 10263.0  37.385  9720.0 38.2532   51.61   0.6626  0.000E+00  6.493E-02  3.920E-02  1.771E+22  8.612E+21  5.601E+00  8.532E-01  9.672E+01  1.964E+01  4.924E+00  1.173E+01  5.000E+21  1.701E+22  1.893E+22  4.548E-01  3.677E-01
   20  1   24  1984.0  1326.0  5952.0  3978.0  37.385  9720.0 38.2532   51.61   0.6626  0.000E+00  6.493E-02  3.920E-02  1.771E+22  8.612E+21  5.601E+00  8.532E-01  9.672E+01  5.131E+01  1.885E+00  1.173E+01  5.000E+21  1.575E+22  3.108E+22  2.771E-01  2.240E-01
   21  3  131  2757.0  3216.0  8271.0  9648.0  57.500 14950.0 54.8571  114.16  32.8000  0.000E+00  1.443E-01  6.087E-02  3.736E+23  1.105E+23  3.813E+01  1.347E+00  1.527E+02  7.111E+02  2.147E-01  7.926E+00  5.000E+21  6.803E+22  1.163E+23  9.505E-01  8.640E-01
   22  3  111  2836.0  3300.0  8508.0  9900.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  5.119E+01  1.209E+00  7.999E+00  5.000E+21  5.134E+22  6.844E+22  1.509E+00  2.315E-01
   23  3  111  2813.0  3272.0  8439.0  9816.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  5.866E+01  1.055E+00  7.999E+00  5.000E+21  5.263E+22  6.534E+22  1.581E+00  2.425E-01
   24  3  111  2958.0  3376.0  8874.0 10128.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  7.762E+01  7.974E-01  7.999E+00  5.000E+21  4.181E+22  6.100E+22  1.693E+00  2.597E-01
   25  3  111  2843.0  3266.0  8529.0  9798.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  3.941E+01  1.571E+00  7.999E+00  5.000E+21  4.688E+22  5.745E+22  1.798E+00  2.757E-01
   26  3  111  2674.0  3171.0  8022.0  9513.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  3.883E+01  1.594E+00  7.999E+00  5.000E+21  4.066E+22  5.427E+22  1.903E+00  2.919E-01
   27  3  111  2193.0  1105.0  6579.0  3315.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  5.265E+01  1.176E+00  7.999E+00  5.000E+21  2.882E+22  5.686E+22  1.817E+00  2.786E-01
   28  3  111  2797.0  3233.0  8391.0  9699.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  6.620E+01  9.349E-01  7.999E+00  5.000E+21  4.663E+22  6.279E+22  1.645E+00  2.523E-01
   29  3  111  2776.0  3255.0  8328.0  9765.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  1.643E+02  3.767E-01  7.999E+00  5.000E+21  4.190E+22  5.876E+22  1.758E+00  2.696E-01
   30  3  111  2720.0  3184.0  8160.0  9552.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  7.708E+01  8.030E-01  7.999E+00  5.000E+21  3.630E+22  4.998E+22  2.067E+00  3.170E-01
   31  3  111  2649.0  3156.0  7947.0  9468.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  4.957E+01  1.249E+00  7.999E+00  5.000E+21  3.614E+22  4.445E+22  2.324E+00  3.564E-01
   32  3  111  2423.0  3318.0  7269.0  9954.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  5.636E+02  1.098E-01  7.999E+00  5.000E+21  2.920E+22  4.125E+22  2.504E+00  3.841E-01
   33  3  111  2446.0  3350.0  7338.0 10050.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  6.172E+02  1.003E-01  7.999E+00  5.000E+21  2.711E+22  4.287E+22  2.410E+00  3.696E-01
   34  3  111  2981.0  3357.0  8943.0 10071.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  2.927E+02  2.115E-01  7.999E+00  5.000E+21  3.155E+22  4.171E+22  2.476E+00  3.798E-01
   35  3  111  2684.0  3084.0  8052.0  9252.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  9.863E+01  6.276E-01  7.999E+00  5.000E+21  2.307E+22  3.822E+22  2.703E+00  4.145E-01
   36  3  111  2708.0  3383.0  8124.0 10149.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  3.564E+01  1.737E+00  7.999E+00  5.000E+21  3.161E+22  3.707E+22  2.787E+00  4.274E-01
   37  3  111  2920.0  3338.0  8760.0 10014.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  2.906E+01  2.130E+00  7.999E+00  5.000E+21  2.604E+22  3.110E+22  3.322E+00  5.094E-01
   38  3  111  2620.0  3150.0  7860.0  9450.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  4.056E+01  1.526E+00  7.999E+00  5.000E+21  2.851E+22  3.461E+22  2.985E+00  4.578E-01
   39  3  111  2867.0  3278.0  8601.0  9834.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  4.827E+01  1.282E+00  7.999E+00  5.000E+21  3.133E+22  3.998E+22  2.584E+00  3.963E-01
   40  3  111  2306.0  3506.0  6918.0 10518.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  6.045E+02  1.024E-01  7.999E+00  5.000E+21  2.712E+22  3.704E+22  2.789E+00  4.277E-01
   41  3  111  3246.0  3480.0  9738.0 10440.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  5.678E+01  1.090E+00  7.999E+00  5.000E+21  2.430E+22  3.679E+22  2.807E+00  4.306E-01
   42  3  111  2457.0  3375.0  7371.0 10125.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  3.685E+02  1.680E-01  7.999E+00  5.000E+21  2.426E+22  3.474E+22  2.974E+00  4.561E-01
   43  3  111  2891.0  3317.0  8673.0  9951.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  1.409E+01  4.394E+00  7.999E+00  5.000E+21  2.826E+22  3.028E+22  3.411E+00  5.231E-01
   44  3  111  2943.0  3352.0  8829.0 10056.0   7.746  2014.0 19.4895   18.97   0.5498  0.000E+00  1.935E-02  8.200E-03  3.466E+23  1.033E+23  6.890E-01  5.460E-01  6.190E+01  2.265E+01  2.732E+00  7.999E+00  5.000E+21  2.882E+22  3.384E+22  3.053E+00  4.682E-01
   45  2   74  2192.0  3201.0  6576.0  9603.0  55.192 14350.0 52.9023   80.72   1.9780  0.000E+00  1.034E-01  5.791E-02  2.401E+22  1.031E+22  1.433E+01  9.871E-01  1.119E+02  1.622E+02  6.900E-01  1.137E+01  5.000E+21  1.927E+22  3.124E+22  3.300E-01  2.977E-01
   46  2   74  2373.0  3335.0  7119.0 10005.0  55.192 14350.0 52.9023   80.72   1.9780  0.000E+00  1.034E-01  5.791E-02  2.401E+22  1.031E+22  1.433E+01  9.871E-01  1.119E+02  1.170E+03  9.562E-02  1.137E+01  5.000E+21  1.940E+22  2.803E+22  3.678E-01  3.317E-01
   47  2   74  2266.0  3483.0  6798.0 10449.0  55.192 14350.0 52.9023   80.72   1.9780  0.000E+00  1.034E-01  5.791E-02  2.401E+22  1.031E+22  1.433E+01  9.871E-01  1.119E+02  3.905E+02  2.866E-01  1.137E+01  5.000E+21  1.853E+22  2.382E+22  4.328E-01  3.904E-01
   48  2   74  3024.0  3383.0  9072.0 10149.0  55.192 14350.0 52.9023   80.72   1.9780  0.000E+00  1.034E-01  5.791E-02  2.401E+22  1.031E+22  1.433E+01  9.871E-01  1.119E+02  3.675E+01  3.045E+00  1.137E+01  5.000E+21  1.993E+22  2.592E+22  3.977E-01  3.587E-01
   49  2   74  2320.0  1172.0  6960.0  3516.0  55.192 14350.0 52.9023   80.72   1.9780  0.000E+00  1.034E-01  5.791E-02  2.401E+22  1.031E+22  1.433E+01  9.871E-01  1.119E+02  1.236E+02  9.050E-01  1.137E+01  5.000E+21  2.007E+22  3.117E+22  3.308E-01  2.984E-01
   50  2   74  2780.0  3412.0  8340.0 10236.0  55.192 14350.0 52.9023   80.72   1.9780  0.000E+00  1.034E-01  5.791E-02  2.401E+22  1.031E+22  1.433E+01  9.871E-01  1.119E+02  3.486E+01  3.210E+00  1.137E+01  5.000E+21  2.021E+22  2.625E+22  3.928E-01  3.542E-01
   51  2   74  3231.0  3412.0  9693.0 10236.0  55.192 14350.0 52.9023   80.72   1.9780  0.000E+00  1.034E-01  5.791E-02  2.401E+22  1.031E+22  1.433E+01  9.871E-01  1.119E+02  3.839E+01  2.915E+00  1.137E+01  5.000E+21  2.057E+22  2.515E+22  4.099E-01  3.697E-01
   52  2   74  3280.0  3470.0  9840.0 10410.0  55.192 14350.0 52.9023   80.72   1.9780  0.000E+00  1.034E-01  5.791E-02  2.401E+22  1.031E+22  1.433E+01  9.871E-01  1.119E+02  3.303E+01  3.388E+00  1.137E+01  5.000E+21  2.028E+22  2.744E+22  3.757E-01  3.389E-01
   53  2   74  2731.0  3436.0  8193.0 10308.0  55.192 14350.0 52.9023   80.72   1.9780  0.000E+00  1.034E-01  5.791E-02  2.401E+22  1.031E+22  1.433E+01  9.871E-01  1.119E+02  3.914E+01  2.859E+00  1.137E+01  5.000E+21  2.051E+22  2.535E+22  4.067E-01  3.668E-01
   54  3  119  2858.0  3320.0  8574.0  9960.0  33.158  8621.0 34.9540   55.32   2.3540  0.000E+00  7.776E-02  3.504E-02  8.078E+22  2.675E+22  8.491E+00  1.221E+00  1.384E+02  2.119E+01  6.529E+00  9.738E+00  5.000E+21  2.797E+22  3.516E+22  7.609E-01  5.847E-01
   55  3  119  2712.0  3131.0  8136.0  9393.0  33.158  8621.0 34.9540   55.32   2.3540  0.000E+00  7.776E-02  3.504E-02  8.078E+22  2.675E+22  8.491E+00  1.221E+00  1.384E+02  1.992E+01  6.946E+00  9.738E+00  5.000E+21  2.675E+22  3.048E+22  8.777E-01  6.745E-01
   56  3  119  2622.0  3466.0  7866.0 10398.0  33.158  8621.0 34.9540   55.32   2.3540  0.000E+00  7.776E-02  3.504E-02  8.078E+22  2.675E+22  8.491E+00  1.221E+00  1.384E+02  2.596E+01  5.330E+00  9.738E+00  5.000E+21  2.172E+22  2.547E+22  1.050E+00  8.070E-01
   57  3  119  2617.0  3118.0  7851.0  9354.0  33.158  8621.0 34.9540   55.32   2.3540  0.000E+00  7.776E-02  3.504E-02  8.078E+22  2.675E+22  8.491E+00  1.221E+00  1.384E+02  9.649E+01  1.434E+00  9.738E+00  5.000E+21  2.174E+22  2.995E+22  8.930E-01  6.863E-01
