# Injection truth table -- cmf2.00_n600_s2031  seed=2031
# observed-size cut FWHMSDbs in [15.0, 80.0] arcsec: 356 of 518 grid nodes retained
# Core mass function sampling:
# dN/dM proportional to M^(-2.00)  (dN/dlogM proportional to M^(-1.00))
# 600 reported masses drawn on [0.05, 6] M_sun; median 0.0949 M_sun
# 1 of 600 draws discarded: the background column of the real source drawn lies outside every embedding rung
# 599 cores assigned to 71 distinct grid nodes
# drawn reported mass versus node reported mass M_SED4bs: median 0.0949 versus 0.0643 M_sun, median |log10 ratio| 0.175 dex
# drawn contrast versus node contrast at the drawn column: median 1.220 versus 1.238, median |log10 ratio| 0.011 dex
# drawn observed size versus node size FWHMSDbs: median 40.1 versus 41.4 arcsec, median |log10 ratio| 0.063 dex
# target background column: median 4.93e+21 cm^-2 (5th 3.08e+21, 95th 1.34e+22)
# slope of the true masses M_BE actually assigned, above 0.10 M_sun: x = 1.67 +/- 0.11  (nominal input x = 1.00)
# slope of the true masses M_BE actually assigned, above 0.20 M_sun: x = 1.51 +/- 0.16  (nominal input x = 1.00)
# centers of injected cores must clear the footprints of the real sources by 18.2 arcsec; the footprints themselves cover 6.5% of the field
# sep_criterion=36.3"  scale_factor=1  local_Sigma/SD_emb in cm-2  T_BE in K  rho_BE in cm-3  M_BE in Msun  R_BE_as in arcsec (truncation radius of the sphere)  FWHM_SD in arcsec (observed major axis at half maximum of the model in the surface-density image, FWHMSDbs)
# id    model         x_pix  y_pix  local_Sigma  SD_emb       T_BE   rho_BE       M_BE    R_BE_as  FWHM_SD  scale
#----------------------------------------------------------------------------------------------------------------
  170  i01j06k08       860    285    3.239e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  171  i01j06k08       203    842    4.183e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  172  i01j06k08       767    244    4.001e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  173  i01j06k08       192    883    3.984e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  174  i01j06k08       775    304    3.336e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  175  i01j06k08       881    168    3.205e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  176  i01j06k08       592    936    4.091e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  177  i01j06k08       317    840    4.098e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  178  i01j06k08       690     78    3.225e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  179  i03j12k03       590    475    1.135e+22    1.200e+22    7.39    1.888e-17  0.8947    61.37    20.17  1
  180  i03j13k07       407    361    1.933e+22    1.200e+22    9.15    3.761e-19  1.3730    58.03    48.84  1
  181  i04j12k04        92    229    2.039e+22    2.400e+22    7.49    7.933e-18  0.8946    56.25    21.81  1
  182  i04j12k04       257    350    2.327e+22    2.400e+22    7.49    7.933e-18  0.8946    56.25    21.81  1
  183  i03j12k07       776    544    1.632e+22    1.200e+22    9.26    3.134e-19  0.8943    42.58    47.75  1
  184  i03j11k07       115    615    1.590e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  185  i03j11k07       132    203    1.819e+22    1.200e+22    9.42    2.387e-19  0.5824    34.79    45.97  1
  186  i05j14k05       258    274    3.293e+22    4.800e+22    7.31    2.655e-18  2.1084   144.43    26.66  1
  187  i04j10k07       181    552    1.938e+22    2.400e+22    8.51    1.667e-19  0.3795    31.58    44.57  1
  188  i03j10k07       593    383    1.332e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  189  i03j10k07       294    396    1.106e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  190  i03j10k07       679    465    1.507e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  191  i03j10k07       276    464    1.342e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  192  i03j09k07       116    636    1.372e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  193  i03j09k07       567    339    1.400e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  194  i03j09k07       353     83    1.068e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  195  i03j09k07       126     98    1.038e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  196  i03j09k07       627    723    1.003e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  197  i03j09k07       538    742    1.091e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  198  i03j09k07       438    497    1.049e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  199  i03j09k07       147    388    1.144e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  200  i03j09k07        58    711    1.016e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  201  i03j09k07       324    442    9.541e+21    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  202  i02j09k07       425    459    9.294e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  203  i02j09k07       701    575    8.260e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  204  i02j09k07       723    596    9.211e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  205  i02j09k07       410    144    8.954e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  206  i02j09k07       423    190    8.479e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  207  i02j09k07        81    135    7.930e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  208  i02j09k07       449    312    7.482e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  209  i02j09k07       305     37    8.968e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  210  i03j08k07       296     84    1.004e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  211  i03j08k07        84    672    1.282e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  212  i03j08k07       318    210    9.006e+21    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  213  i03j08k07       677    439    1.045e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  214  i03j08k07       865    513    1.081e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  215  i03j08k07       151    172    1.217e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  216  i03j08k07       657    413    1.225e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  217  i03j08k07       110    166    1.031e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  218  i03j08k07       271    411    9.933e+21    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  219  i03j06k07       434    249    9.421e+21    1.200e+22    9.99    3.111e-20  0.0683    26.74    42.24  1
  220  i03j06k07       383    492    9.674e+21    1.200e+22    9.99    3.111e-20  0.0683    26.74    42.24  1
  221  i02j08k07       830    627    8.786e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  222  i02j08k07       389    605    6.399e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  223  i02j08k07       815    834    8.020e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  224  i02j08k07       402    172    7.338e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  225  i02j08k07       862    742    8.058e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  226  i02j08k07       756    751    6.114e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  227  i02j08k07       414    589    6.426e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  228  i02j08k07        58    848    7.288e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
  229  i02j08k07       771    168    7.706e+21    6.000e+21   11.21    7.568e-20  0.1608    27.25    42.21  1
