# Injection truth table -- cmf2.00_n600_s2033  seed=2033
# observed-size cut FWHMSDbs in [15.0, 80.0] arcsec: 356 of 518 grid nodes retained
# Core mass function sampling:
# dN/dM proportional to M^(-2.00)  (dN/dlogM proportional to M^(-1.00))
# 600 reported masses drawn on [0.05, 6] M_sun; median 0.103 M_sun
# 600 cores assigned to 76 distinct grid nodes
# drawn reported mass versus node reported mass M_SED4bs: median 0.103 versus 0.0643 M_sun, median |log10 ratio| 0.167 dex
# drawn contrast versus node contrast at the drawn column: median 1.231 versus 1.242, median |log10 ratio| 0.012 dex
# drawn observed size versus node size FWHMSDbs: median 40.3 versus 41.6 arcsec, median |log10 ratio| 0.064 dex
# target background column: median 5.04e+21 cm^-2 (5th 3.06e+21, 95th 1.63e+22)
# slope of the true masses M_BE actually assigned, above 0.10 M_sun: x = 1.49 +/- 0.09  (nominal input x = 1.00)
# slope of the true masses M_BE actually assigned, above 0.20 M_sun: x = 1.29 +/- 0.13  (nominal input x = 1.00)
# centers of injected cores must clear the footprints of the real sources by 18.2 arcsec; the footprints themselves cover 6.5% of the field
# sep_criterion=36.3"  scale_factor=1  local_Sigma/SD_emb in cm-2  T_BE in K  rho_BE in cm-3  M_BE in Msun  R_BE_as in arcsec (truncation radius of the sphere)  FWHM_SD in arcsec (observed major axis at half maximum of the model in the surface-density image, FWHMSDbs)
# id    model         x_pix  y_pix  local_Sigma  SD_emb       T_BE   rho_BE       M_BE    R_BE_as  FWHM_SD  scale
#----------------------------------------------------------------------------------------------------------------
  015  i03j10k08       582    543    9.921e+21    1.200e+22    9.88    4.058e-20  0.3789    46.31    71.51  1
  016  i03j10k08       151    529    1.501e+22    1.200e+22    9.88    4.058e-20  0.3789    46.31    71.51  1
  017  i03j10k08       109    167    1.121e+22    1.200e+22    9.88    4.058e-20  0.3789    46.31    71.51  1
  018  i03j10k08       492    340    9.414e+21    1.200e+22    9.88    4.058e-20  0.3789    46.31    71.51  1
  019  i03j10k08       788    737    1.006e+22    1.200e+22    9.88    4.058e-20  0.3789    46.31    71.51  1
  020  i03j10k08       550    483    1.455e+22    1.200e+22    9.88    4.058e-20  0.3789    46.31    71.51  1
  021  i03j10k08       108    664    1.006e+22    1.200e+22    9.88    4.058e-20  0.3789    46.31    71.51  1
  022  i02j10k08       642    362    8.978e+21    6.000e+21   11.28    4.053e-20  0.3793    45.79    71.36  1
  023  i02j10k08       158    680    7.652e+21    6.000e+21   11.28    4.053e-20  0.3793    45.79    71.36  1
  024  i02j09k08       512    914    5.447e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  025  i02j09k08       667    251    6.680e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  026  i02j09k08       553    237    7.000e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  027  i02j09k08       644    667    6.034e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  028  i02j09k08       449    903    5.210e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  029  i02j09k08       614    807    4.747e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  030  i02j09k08       508    704    6.542e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  031  i02j09k08       505    148    6.738e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  032  i02j09k08       150    728    6.303e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  033  i02j09k08       582    867    5.334e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  034  i02j09k08       887    621    6.896e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  035  i02j09k08       814    172    5.060e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  036  i02j09k08       778    396    5.517e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  037  i02j09k08       902    587    6.768e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  038  i02j09k08       476     42    7.991e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  039  i02j09k08        94    732    7.192e+21    6.000e+21   11.45    2.620e-20  0.2468    44.54    70.98  1
  040  i03j09k08       449    284    9.428e+21    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  041  i03j09k08        44     81    8.952e+21    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  042  i03j09k08       721    556    9.088e+21    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  043  i03j09k08       529    389    1.096e+22    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  044  i03j09k08       612    503    1.121e+22    1.200e+22    9.95    2.644e-20  0.2469    44.77    70.96  1
  045  i01j09k08       665    784    4.394e+21    3.000e+21   13.04    2.670e-20  0.2469    44.00    70.39  1
  046  i01j09k08       200    839    4.371e+21    3.000e+21   13.04    2.670e-20  0.2469    44.00    70.39  1
  047  i01j09k08       725    303    4.470e+21    3.000e+21   13.04    2.670e-20  0.2469    44.00    70.39  1
  048  i01j09k08       567    163    4.408e+21    3.000e+21   13.04    2.670e-20  0.2469    44.00    70.39  1
  049  i02j08k08       754    149    5.782e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  050  i02j08k08       520     52    5.173e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  051  i02j08k08       568    825    5.114e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  052  i02j08k08       719    699    5.784e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  053  i02j08k08       393    623    5.684e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  054  i02j08k08       888    467    6.082e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  055  i02j08k08       549    580    5.565e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  056  i02j08k08       644    631    6.550e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  057  i02j08k08       898    691    6.248e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  058  i02j08k08       523    184    6.954e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  059  i02j08k08       734    891    5.695e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  060  i02j08k08       841    424    6.274e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  061  i02j08k08       271    877    5.177e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  062  i02j08k08       563    919    4.980e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  063  i02j08k08       260    599    5.639e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  064  i02j08k08       387    583    6.615e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  065  i02j08k08       809    580    6.704e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  066  i02j08k08       932    566    5.384e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  067  i02j08k08       701    136    4.502e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  068  i02j08k08       380    931    4.490e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  069  i02j08k08       684    718    5.277e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  070  i02j08k08       828    459    5.160e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  071  i02j08k08       731    760    5.513e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  072  i02j08k08       209    674    5.898e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  073  i02j08k08       781    925    5.375e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  074  i02j08k08       844    847    6.666e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  075  i02j08k08        62    924    6.268e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  076  i02j08k08       127    818    5.126e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  077  i02j08k08        39    375    8.262e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  078  i02j08k08        52    822    6.688e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  079  i02j08k08       820    890    6.131e+21    6.000e+21   11.57    1.732e-20  0.1607    43.52    70.24  1
  080  i01j08k08       442    846    4.213e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  081  i01j08k08       312    772    4.148e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  082  i01j08k08       280    811    4.179e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  083  i01j08k08       612     48    4.193e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  084  i01j08k08       626    144    3.910e+21    3.000e+21   13.29    1.748e-20  0.1609    43.23    69.90  1
  085  i01j07k08       687    851    4.172e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  086  i01j07k08       705    924    4.256e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  087  i01j07k08       653    122    4.001e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  088  i01j07k08       391    787    4.177e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  089  i01j07k08       827    362    4.130e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  090  i01j07k08       792    263    3.559e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  091  i01j07k08       803    137    3.852e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  092  i01j07k08       594     90    3.984e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  093  i01j07k08       650     50    3.489e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  094  i01j07k08       329    713    4.343e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  095  i01j07k08       358    737    4.249e+21    3.000e+21   13.48    1.138e-20  0.1048    42.80    69.54  1
  096  i02j07k08       661    177    4.812e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  097  i02j07k08       318    919    4.496e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  098  i02j07k08        95    890    5.367e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  099  i02j07k08       776    819    7.232e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  100  i02j07k08       443    611    5.728e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  101  i02j07k08       171    807    4.499e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  102  i02j07k08       647    844    4.489e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  103  i02j07k08       649    223    6.128e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  104  i02j07k08       103    847    5.719e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  105  i02j07k08       215    639    5.837e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  106  i02j07k08       609    771    4.968e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  107  i02j07k08       467    738    4.696e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  108  i02j07k08       204    761    5.696e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  109  i02j07k08       501    660    4.427e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  110  i02j07k08       883    915    4.585e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  111  i02j07k08       142    849    4.789e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  112  i02j07k08       847    912    4.652e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  113  i02j07k08       880    789    5.452e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  114  i02j07k08        82    774    5.761e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  115  i02j07k08       441    705    4.560e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  116  i02j07k08       907    390    5.004e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  117  i02j07k08       284    737    5.002e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  118  i02j07k08       231    863    4.544e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  119  i02j07k08       153    764    5.243e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  120  i02j07k08       472    632    4.950e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  121  i02j07k08       210    807    4.865e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  122  i02j07k08       297    854    4.453e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  123  i02j07k08       781    363    4.567e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  124  i02j07k08       631    275    5.823e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  125  i02j07k08       702    260    5.937e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  126  i02j07k08       606    248    5.148e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  127  i02j07k08       373    708    5.251e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  128  i02j07k08       550     67    4.665e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  129  i02j07k08       394    734    5.298e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  130  i02j07k08       925    454    5.165e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  131  i02j07k08       376    659    5.221e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  132  i02j07k08       737    808    5.667e+21    6.000e+21   11.65    1.151e-20  0.1047    42.76    69.32  1
  133  i01j06k08       625    929    3.794e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  134  i01j06k08       894    285    2.871e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  135  i01j06k08       778    103    3.430e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  136  i01j06k08       800     74    3.268e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  137  i01j06k08       865    150    3.158e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  138  i01j06k08       287    926    4.075e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  139  i01j06k08       834    297    3.568e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  140  i01j06k08       840    220    3.792e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  141  i01j06k08       655     83    3.580e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  142  i01j06k08       317    806    4.100e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  143  i01j06k08       802    312    3.415e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  144  i01j06k08       752    267    3.515e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  145  i01j06k08       221    933    3.919e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  146  i01j06k08       904    166    2.681e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  147  i01j06k08       412    886    4.315e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  148  i01j06k08       856    325    3.546e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  149  i01j06k08       824    254    3.575e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  150  i01j06k08       721     48    3.161e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  151  i01j06k08       878    356    3.599e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  152  i01j06k08       937    280    3.164e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  153  i01j06k08       894    320    3.012e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  154  i01j06k08       446    663    4.209e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  155  i01j06k08       846     54    2.992e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  156  i01j06k08       188    914    3.795e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  157  i01j06k08       732    101    3.387e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  158  i01j06k08       861    267    2.998e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  159  i01j06k08       429    809    3.993e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  160  i01j06k08       772    333    3.882e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  161  i01j06k08       170    882    4.180e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  162  i01j06k08       619    110    3.900e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  163  i01j06k08       695    101    3.473e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  164  i01j06k08       869    206    3.595e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  165  i01j06k08       758    301    3.407e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  166  i01j06k08       604    190    4.200e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  167  i01j06k08       936    366    3.519e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  168  i01j06k08       892    113    2.666e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  169  i01j06k08       661    888    3.827e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  170  i01j06k08       924     55    2.827e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  171  i01j06k08       937    319    3.464e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  172  i01j06k08       213    890    3.984e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  173  i01j06k08       831     87    3.016e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  174  i01j06k08       657    919    3.705e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  175  i01j06k08       596    151    3.992e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  176  i01j06k08       631    896    3.965e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  177  i01j06k08       752     77    3.187e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  178  i01j06k08       689    805    4.132e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  179  i01j06k08       833    147    3.580e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  180  i01j06k08       935    213    2.868e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  181  i01j06k08       826    331    3.676e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  182  i01j06k08       624     80    3.987e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  183  i01j06k08       679     39    3.276e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  184  i01j06k08       902    220    2.593e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  185  i01j06k08       751     39    3.249e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  186  i01j06k08       909    352    3.210e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  187  i01j06k08       345    769    3.997e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  188  i01j06k08       258    937    3.963e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  189  i01j06k08       168    937    3.993e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  190  i01j06k08       684     72    3.198e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  191  i01j06k08       595    937    4.015e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  192  i01j06k08       816     48    3.173e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  193  i01j06k08       934    145    2.908e+21    3.000e+21   13.60    7.757e-21  0.0683    41.90    68.40  1
  194  i03j13k07       152    444    1.848e+22    1.200e+22    9.15    3.761e-19  1.3730    58.03    48.84  1
  195  i04j12k03       179    565    1.680e+22    2.400e+22    7.22    1.838e-17  0.8943    62.91    20.19  1
  196  i04j12k03       232    190    1.995e+22    2.400e+22    7.22    1.838e-17  0.8943    62.91    20.19  1
  197  i05j14k06       258    272    3.540e+22    4.800e+22    7.44    9.493e-19  2.1089   127.66    35.07  1
  198  i04j12k04       106    243    2.111e+22    2.400e+22    7.49    7.933e-18  0.8946    56.25    21.81  1
  199  i04j12k07       157    479    1.892e+22    2.400e+22    8.38    2.950e-19  0.8944    45.31    48.15  1
  200  i05j14k05       293    313    3.928e+22    4.800e+22    7.31    2.655e-18  2.1084   144.43    26.66  1
  201  i03j10k07       225    145    1.382e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  202  i03j10k07        37    237    1.208e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  203  i03j10k07       667    436    1.180e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  204  i03j10k07       679    465    1.506e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  205  i03j10k07        75    674    1.588e+22    1.200e+22    9.58    1.701e-19  0.3793    30.72    44.03  1
  206  i03j09k07       226    165    1.796e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  207  i03j09k07        51    158    1.015e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  208  i03j09k07       356    533    1.016e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  209  i03j09k07       407    330    1.313e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  210  i03j09k07        58    711    1.016e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  211  i03j09k07       193    335    1.105e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  212  i03j09k07        94    105    9.902e+21    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  213  i03j09k07       585    467    1.138e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  214  i03j09k07       612    424    1.151e+22    1.200e+22    9.72    1.145e-19  0.2471    28.64    43.00  1
  215  i02j09k07        75    846    7.028e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  216  i02j09k07       774    585    9.054e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  217  i02j09k07        71    491    8.107e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  218  i02j09k07       775    859    7.693e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  219  i02j09k07       249    119    8.491e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  220  i02j09k07       788    890    7.039e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  221  i02j09k07       488    844    6.948e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  222  i02j09k07       370    129    8.137e+21    6.000e+21   10.96    1.158e-19  0.2469    28.19    42.64  1
  223  i03j08k07       386    434    1.255e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  224  i03j08k07       455    566    1.023e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  225  i03j08k07       683    514    1.053e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  226  i03j08k07       407    512    1.208e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  227  i03j08k07       345    507    1.289e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  228  i03j08k07       296     84    1.004e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  229  i03j08k07       142    278    1.262e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
  230  i03j08k07       127    293    1.343e+22    1.200e+22    9.84    7.507e-20  0.1608    27.53    42.39  1
